0.04821625,1.1726457,1.3308783,-1.5150418,-2.3087769,-2.847941,1.1418362,-3.2012045,-1.9667336,4.776349,3.1483822,-3.9411476,0.3947962,0.16553546,0.7177271,3.7524362,-0.9026039,-0.9853928,-0.7693684,0.22510904
2.6429362,0.2424215,0.24437487,-1.0858138,-3.110079,-5.9154787,-2.807169,-1.8170923,-3.8467271,-4.4873295,-3.3496337,-3.1563175,0.5367969,1.6597468,2.4828079,-4.661934,2.3872905,-3.9883418,-4.0206094,-1.2088904
-1.8264894,-1.3191742,0.36540315,0.93748397,0.063552916,0.78477126,-0.1534527,-1.2825067,0.8387443,0.8359381,2.8175,-1.0429043,-0.5612012,-1.4383789,1.8644063,-1.0499617,0.29604518,-0.19642647,-2.7894351,0.7148914
0.17969678,-0.29784846,0.66053325,-2.159646,-3.3038816,-2.9815786,-1.4301771,-0.47309706,-4.734414,-3.1736248,-1.0320132,-0.7551844,0.41587684,3.0537016,-2.7645078,3.3494356,-6.137123,0.9430844,-3.7392242,3.5131223
-1.4129019,0.8744897,0.87566656,1.137957,0.7464432,2.4063756,-1.0753381,-0.39855325,0.7528385,0.8187723,-0.77075684,0.89845556,-0.7659575,0.57153213,-0.19165158,-0.38381508,-0.8735942,-0.48273882,-1.5293463,-0.99846166
-0.561477,-3.3611665,-6.760734,-11.126724,-13.511023,-6.9734607,-12.1119585,-8.632864,-1.9112631,-9.5436,-2.7530901,-7.8419375,-5.8966556,-5.576138,0.031059764,-5.434893,0.88828814,2.190239,1.5831232,2.911403
-0.040386997,0.9027023,-0.7077697,-1.0982217,3.2576933,-3.9453335,4.472456,1.2791859,-2.198055,-1.9253166,0.7758334,2.3606515,5.2806687,-1.1448106,-1.2596397,-3.157714,-5.451827,-4.0228286,-0.028989524,2.2166476
-0.040093042,0.7955719,-0.21314375,-0.96255994,0.32875076,-5.5225983,-2.9824476,2.5007854,0.21628518,4.027177,1.3512143,2.0287788,-1.5770772,2.138033,-4.376483,-1.9734013,-0.9701776,-6.9332037,-2.797493,2.0982435
-0.434879,0.6705563,1.2483585,0.44991994,1.6709877,-1.4103274,2.0848207,-1.105736,-0.9340755,0.43883836,-0.2185423,5.6559033,-1.046974,-2.010249,6.1231685,-0.5620186,-1.6416365,-0.5119702,-0.7991324,-2.9207165
0.08120062,-0.8613382,0.0028101944,2.1667974,1.2437906,1.8074796,1.54788,0.13491926,-1.3913255,0.9169076,-0.5756575,0.89501786,-1.2927344,1.8875043,0.017666733,-0.97754174,-0.39323997,-0.865173,-1.9676888,-1.6379317
-1.5192606,-2.8178368,-0.2615568,-1.0363954,-1.7478774,3.8057678,1.8812989,0.7639706,-4.2366776,-2.808817,-3.1902063,-2.656442,-4.318966,-0.0051705074,-4.497713,-7.9565487,-2.8134594,-3.1739745,-4.646813,3.6938062
-0.97453886,1.7521325,1.2993642,-2.5096405,-1.378471,4.020758,-2.2768052,-8.056606,-4.6490054,-4.260184,-6.6018243,-4.0533695,-1.1992519,0.92769736,-3.3062923,-3.321038,-7.3309517,-1.2417881,-6.049563,-4.8007464
-1.4077556,-0.8505221,0.6591879,1.9408854,0.32087395,0.23226127,-1.7718084,-0.36054406,0.219936,-0.85965496,2.6908705,-0.6265214,1.317849,-2.133181,1.3363612,-1.6379254,-0.71796614,0.5343328,-0.5144497,-0.8504387
-1.0214415,-0.03506116,0.372036,0.8153357,2.0502017,-1.700365,2.410016,-0.67955196,0.41131133,1.2831138,-0.55256146,-2.5512552,-0.9560282,0.49152634,-0.7335163,-1.7459772,-0.8354083,-2.0196924,3.6520333,-0.5149697
